,arrival_M11_rate,arrival_buffer1_rate,arrival_buffer2_rate,Machine11_power_column,Buffer1_power_column,Buffer2_power_column
0,11.637546423244087,11,1.4019264921095373,14.433915132860356,2.3640981683747615,32.38703402396625
1,-7.372168236350397,20,0.9732544162484795,23.51634042577774,1.0413814323093016,29.006586665008676
2,1.4176010041302687,3,1.0737265077124902,12.439583404040992,1.494504911033506,29.119452906032265
3,13.602168614387837,21,1.2262025392305835,12.515405172214429,3.8115195510783098,31.934942421679352
4,9.278237748823301,3,2.5258987740368943,22.583292339879126,3.6375040139358226,31.63560444189735
5,-13.584448498960425,4,1.2523290444157906,13.366830033866663,1.9659361942402347,28.433096532593765
6,7.632882360287651,18,0.8186065542214019,20.410511953545036,2.988940460516471,31.92068813805994
7,-7.160286302550276,3,1.595114201960655,20.172639330591938,1.4065151332034704,30.812306428244177
8,2.8132280783001593,2,1.2628142031055103,16.300557306730532,2.1558710063778257,29.392099651826577
9,14.93966525922152,22,1.2797862672608264,20.846801181256602,-0.7563272471645535,35.36944187955994
10,7.634046278037057,9,2.0847326915377984,16.260695120885337,2.446991842978255,33.372904095348865
11,17.00971875560896,7,1.1007422800113291,19.568128583411486,2.7831495963770747,32.202692887972646
12,-15.21262144995998,13,1.3529128749316652,22.364474740505628,3.680530006582029,32.33405196195204
13,7.081384021888664,1,2.6392303757614393,15.683160272333652,0.6016023156326691,34.691013951326845
14,3.2010566795278717,1,1.4005112572221483,12.635377943017833,2.232987573653441,30.715376913207507
15,13.050450404980744,4,2.082648427579557,14.065251058913711,1.5562181729255442,31.41484340097071
16,-6.089900435319174,6,1.2010241441500504,12.293914106864513,1.3200559891668577,28.839918996812283
17,-9.473570866413105,1,1.2201497030286528,18.163877666603227,0.7030547042678155,34.88009378197474
18,-9.699799533746575,14,1.961995734266622,23.2291441615828,2.9554596159346977,33.7314082267517
19,-9.979384843660814,2,1.55151497190876,22.873049022496346,1.7619665033489913,29.21139897942738
20,12.217106536514795,5,0.9152871136658383,13.18148285540925,3.627880370527631,33.506330707839595
